"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ABCB1" 125.055990645051 2.15007124376 0.687824397246667 3.12590139629628 0.00177260976120054 0.0107657831338951
"ABCB10" 331.582566173385 0.63762577511781 0.362251674685877 1.76017343652233 0.0783784044282562 0.186770158486886
"ABCB10P1" 0 NA NA NA NA NA
"ABCB10P3" 0 NA NA NA NA NA
"ABCB10P4" 0 NA NA NA NA NA
"ABCB11" 28.8392212275074 -1.18862709233478 0.671986556360667 -1.7688257020678 0.076922966154858 0.18450222809596
"ABCB4" 141.192907420613 0.880713731477625 0.675197458016502 1.30437951301662 0.192104216826825 0.346232123231497
"ABCB5" 48.9471516807252 -0.403980247728991 0.464730839521048 -0.869277898891612 0.384695148367557 0.553982129373156
"ABCB6" 55.6970347548657 0.849921912570875 1.00786434627007 0.84328998809839 NA NA
"ABCB7" 469.010491939348 0.816524636406465 0.403211892208204 2.02505097737752 0.0428621299630139 0.122316875530633
"ABCB8" 219.609125883705 -0.430411082653472 0.809031287730985 -0.532007957146633 0.594720484399878 0.733444569726606
"ABCB9" 217.237532572489 -0.698225764889123 0.291684154093082 -2.3937733849824 0.0166760484887617 0.0610516948002393
"ABCC1" 1215.18242826938 0.637644591659171 0.404765957435855 1.57534145336376 0.115177650434087 0.243044467351598
"ABCC10" 292.362462379383 -0.582681596615173 0.602656839367182 -0.966854698317231 0.333616675901916 0.501847069091536
"ABCC11" 30.2206752988314 -0.210621879912108 0.493211140688243 -0.427042016160055 0.669348724955593 0.78983221897385
"ABCC12" 27.2090207724582 1.20379916547639 0.830464510433086 1.44954919849448 0.147184271328797 0.288293589801648
"ABCC13" 47.9931533789674 -0.23884353603174 0.984154625150578 -0.242689034759346 0.80824630254487 0.884696037903062
"ABCC2" 104.663955974142 0.296885284352955 0.63885036001457 0.464718035607249 0.642133390912558 0.769073252010097
"ABCC3" 655.076204669918 -1.22760461574588 0.821712679340039 -1.49395846822253 0.13518647487068 0.271804287833667
"ABCC4" 588.77387164738 1.98181154855129 0.444829962613366 4.45521146306825 8.3810544667778e-06 0.000142951107795622
"ABCC5" 964.531715776631 0.146992432146275 0.826189491172255 0.177916124226794 NA NA
"ABCC6" 189.180544421849 -1.22244253556171 0.41234086096845 -2.96464078939595 0.00303036544205377 0.0164013182815174
"ABCC6P1" 3.63188894950565 1.49284453671175 2.4728843567065 0.603685543427509 0.546052727320582 0.694022579226615
"ABCC6P2" 3.45921845179291 -1.62142964925936 2.69499125311195 -0.601645607341793 0.547410063538685 0.695255064456197
"ABCC8" 207.410930349633 0.664707479124934 0.625074321787476 1.06340551188237 0.287598094246691 0.454319315574772
"ABCC9" 5193.07328067363 -1.07851836734378 0.444418355719148 -2.42680877930558 0.0152322820002906 0.0570145430455781
"ABCD1" 233.209866561523 -4.42922570866127 1.02728571596453 -4.31158113057438 1.6209127798427e-05 0.000243919848432329
"ABCD1P2" 0.0545286604570287 -0.4291876519714 3.52403195371485 -0.121788808276546 0.903066277668431 NA
"ABCD1P3" 0 NA NA NA NA NA
"ABCD1P4" 0 NA NA NA NA NA
"ABCD1P5" 0.0509467409566199 -1.67162581789946 3.51487690579999 -0.475585877599602 0.634369438504774 NA
"ABCD2" 211.51336981268 3.01260361867962 0.6427943382116 4.68673017105498 2.77604578162573e-06 5.54625018435226e-05
"ABCD3" 616.104612955904 0.826382300632638 0.465761271365034 1.77426151859022 0.0760199026108917 0.182959834071098
"ABCD4" 618.118915785751 0.351941597409087 0.587463593191794 0.599086652326701 0.5491151020638 0.69666620132668
"ABCE1" 870.111334307022 1.11065779623688 0.354264006779169 3.13511329117103 0.00171787754504914 0.0104812608233582
"ABCF1" 620.719747350418 -1.9561280919251 0.466069935130992 -4.19706989118558 2.70390509268074e-05 0.000371080007785232
"ABCF2" 305.931719517061 -0.331832211171572 0.420041959047159 -0.789997770518722 0.42952907036234 0.59495520208091
"ABCF2-H2BE1" 68.2370704834817 0.856335024060442 0.790656006810575 1.0830690169734 NA NA
"ABCF2P1" 0.222181790448024 0.996462327123442 3.45642406408616 0.288292845046748 0.773122583598688 NA
"ABCF2P2" 0 NA NA NA NA NA
"ABCF3" 264.243615807367 -2.1402664294 0.445949544710509 -4.79934659601317 1.59184108719002e-06 3.42391795442091e-05
"ABCG1" 886.733409096482 0.21098243867475 0.391956931745404 0.538279646529619 0.590384000792911 0.729844788381788
"ABCG2" 52.0600261941308 1.30376195981754 0.463962387499444 2.81005959738299 0.00495323269089045 0.0238527634777447
"ABCG4" 1.52011474910187 3.50227176749829 2.98305154688932 1.17405673768876 0.240372300389706 NA
"ABCG5" 20.7821164002423 0.215005316072074 0.935743336485059 0.229769540096006 0.81827085498158 0.890681437792211
"ABCG8" 168.297096438499 -0.123687310092885 0.510953252933326 -0.242071675604001 0.808724625177322 0.884900173211085
"ABHD1" 51.9167468442008 -1.36140183823144 0.607752116883313 -2.24006103872251 0.0250869604764901 0.0825699744042153
"ABHD10" 307.902870851111 0.484923639041505 0.436193318065615 1.111717256908 0.266259737639127 0.432430798141774
"ABHD11" 115.497335074044 -0.596233563632945 0.576542274031906 -1.03415411234866 0.30106412241782 0.468493637209542
"ABHD11-AS1" 6.88920011823394 -2.03729618097303 1.77348156332153 -1.14875520733207 0.250656934196713 0.415552391365117
"ABHD12" 597.437604560524 0.0644700972304974 0.422643073426274 0.152540290576284 0.878760814953018 0.929134154700828
"ABHD12B" 175.47885193455 0.4356123398288 0.424291388811834 1.02668201928083 0.304570218714049 0.472336127474483
"ABHD13" 465.598485705559 1.39020585614911 0.511168255743746 2.71966390817124 0.0065348298937063 0.0296941598109868
"ABHD14A" 83.5890906743852 -1.58456168659477 0.588398022969698 -2.69300987552158 0.00708101715815211 0.0316552746204931
"ABHD14A-ACY1" 11.2224717143902 -1.13152026783374 2.17214466889094 -0.520923069277641 NA NA
"ABHD14B" 223.488272789303 -2.65020751350413 0.461531974797027 -5.74219698357766 9.34560150870431e-09 4.23504428368307e-07
"ABHD15" 243.66506125706 -2.71982859682104 0.81465029019641 -3.33864558762423 0.000841879010751208 0.0059610176119916
"ABHD16A" 132.735337856435 -0.623414074128795 0.794222630236143 -0.784936175821933 0.432490990389934 0.597518471617904
"ABHD16B" 33.9379612385922 -2.50299378556547 0.751043600950968 -3.33268771932307 0.000860114244477895 0.0060600063323833
"ABHD17A" 1129.01729736598 -2.83654122433334 0.407113200808701 -6.96745086796191 3.2273510424242e-12 3.42288044866469e-10
"ABHD17AP1" 4.92330597715906 -3.17761744500527 1.83577162986879 -1.73094375863755 0.0834617959578306 0.195322153709294
"ABHD17AP3" 0.665042940457317 2.24818565546664 3.42358405192198 0.656676050995307 0.511389236733681 NA
"ABHD17AP4" 0 NA NA NA NA NA
"ABHD17AP5" 0.282811173834916 1.27092285729191 3.4479557955303 0.36860184197821 0.712424522409813 NA
"ABHD17AP6" 0 NA NA NA NA NA
"ABHD17AP7" 0 NA NA NA NA NA
"ABHD17AP8" 0 NA NA NA NA NA
"ABHD17AP9" 0 NA NA NA NA NA
"ABHD17B" 235.223122174285 1.18599201153338 0.521921227268137 2.27235825938935 0.0230648806398808 0.0775532301987493
"ABHD17C" 123.980590615037 2.64449187571349 1.05527622263927 2.50597125092003 0.0122115548404085 0.0479964896437818
"ABHD18" 508.778961865523 0.337993288359844 0.383845221374162 0.880545776106921 0.378563718389418 0.547922153861067
"ABHD2" 4355.07682822157 0.709927113814285 0.373917185686922 1.89862124820521 0.0576142926187588 0.151413125151632
"ABHD3" 284.836071480353 1.95831437270063 0.531481460787285 3.68463345795688 0.000229031996655565 0.00212008773505818
"ABHD4" 243.325395707631 -0.854511158108108 0.58875344385703 -1.45139050484368 0.146671152230282 0.287615667222619
"ABHD5" 455.228614427311 2.21217489369867 0.460922667597413 4.79944912501214 1.5910264401183e-06 3.42391795442091e-05
"ABHD6" 152.928982509411 -0.0125298162648591 0.37403637504136 -0.0334989244387625 0.973276723525478 0.985034495222299
"ABHD8" 55.1778281283046 -2.21722755948353 0.90718708671081 -2.44406869538073 0.0145226609910927 0.0549046904629117
"ABI1" 1366.06823707636 1.30061113205898 0.320740246366253 4.05502941022814 5.01279953195298e-05 0.000622742740608165
"ABI1P1" 2.55631501869186 3.27127277684325 1.88233205116537 1.73788294940734 0.0822314406459629 NA
"ABI2" 2516.22521073385 0.432382260854342 0.369227523776769 1.17104558303664 0.241580455250968 0.405802249136399
"ABI3" 186.993039406176 -1.56516825133102 0.478153807578331 -3.27335728906564 0.00106278043377802 0.00719795484684099
"ABI3BP" 9787.26114165513 0.392542321410177 0.427084995936845 0.919119906212354 0.358032858313236 0.527316971628572
"ABITRAM" 93.9037187940507 0.763942262871836 0.993272043690276 0.76911684741834 0.441823947630035 0.60534100816294
"ABITRAMP1" 0.107508975723603 -0.950287171687777 3.51487684005968 -0.270361442215324 0.786882200528807 NA
"ABL1" 1932.5782947971 -0.134997294719616 0.363963106895584 -0.37090928218267 0.710705101349206 0.818783351651769
"ABL2" 1957.97957591421 0.656779474191265 0.232962851875918 2.81924551018581 0.00481366847027847 0.0233588914354228
"ABLIM1" 3770.44146200339 0.00448627955966758 0.476408991401558 0.00941686584560316 0.992486539176454 0.995832785056326
"ABLIM2" 83.6301152131331 -0.864047629238608 0.713267110066943 -1.21139418465197 0.225744367084647 0.387392799320145
"ABLIM3" 749.456495442388 -1.22909604511618 0.614524296089808 -2.0000772189755 0.0454919262859642 0.127521934235321
"ABO" 169.373925634897 0.346347923594018 0.580866750289785 0.596260542407068 0.551001186113528 0.698348121657617
"ABR" 3452.60749918749 -1.16122655267135 0.307499055038018 -3.7763581176787 0.000159138141421994 0.00158099422113261
"ABRA" 29.7953918347538 0.362333278601254 0.924671197655664 0.391850940658565 0.695168353589298 0.808785260953262
"ABRACL" 264.927117851208 1.06108408146695 0.612462609021761 1.73248793613986 0.0831867231978248 0.194903286557656
"ABRAXAS1" 502.422440407549 0.03581292150202 0.335240331088676 0.106827604500089 0.914925747558944 0.952263186747502
"ABRAXAS2" 304.454726392357 1.25189912100536 0.580655856788295 2.15600877244194 0.0310829801675567 0.0969895996182962
"ABT1" 170.712628286537 0.850159181272137 0.969280739904254 0.877103140784697 0.38043061891107 0.549803132126621
"ABT1P1" 3.79031453279972 1.15517802890369 1.86575604305752 0.619147413833716 0.535819250634927 0.685595618861523
"ABTB1" 543.831945896151 -0.709355556527442 0.460444969467996 -1.54058704853925 0.123417322035522 0.254935464384563
"ABTB2" 196.392178387924 -1.66465636173164 0.442807432185809 -3.75932344566685 0.000170373459270776 0.00166932501444717
"ACAA1" 513.886307810988 0.496513701958333 0.463332744645598 1.07161366792264 0.283893591731202 0.450885512127065
"ACAA2" 409.491550764773 -0.405879462185159 0.24428529180438 -1.66149774792902 0.0966135208484848 0.215647262084175
"ACACA" 1165.62806292228 0.597173841548382 0.382271452562287 1.5621722143928 0.118247424398917 0.247566398862075
"ACACB" 1343.89604089028 0.0726731097886723 0.651127669300327 0.11161115279706 0.911131728626418 0.949714056242151
"ACAD10" 303.618663277024 0.154347716388986 0.519904599573807 0.296876997271255 0.766560418391824 0.856847638878494
"ACAD11" 593.766431119811 1.02860239227507 0.709312431391515 1.45014008884234 NA NA
"ACAD8" 227.418408180046 0.874733437171016 0.785256430572208 1.11394622586358 0.265302256655741 0.431300899177128
"ACAD9" 806.592688693403 0.239749174042215 0.427477451508238 0.560846363232319 0.574902277322155 0.718006671313902
"ACADL" 291.500058227697 -1.01576081519497 0.434137694644759 -2.33972038762066 0.0192981818828485 0.0680796971978265
"ACADM" 1043.2905929672 -0.389613981996528 0.448026001652637 -0.869623594522093 0.38450613928819 0.553829943745375
"ACADS" 135.002515313537 -1.09858686943897 0.755024568604857 -1.45503459770713 0.145659683598103 0.286089950547391
"ACADSB" 933.301283281986 -0.0667082897930699 0.2844005011146 -0.234557567696372 0.814552146826204 0.888865764862505
"ACADVL" 1642.91080017604 -1.4788626604418 0.297569777440436 -4.96980127875327 6.70215557676009e-07 1.61473879284745e-05
"ACAN" 212.982989347223 3.94577616753598 0.848747612882422 4.64893934032495 3.33646309546633e-06 6.54780882485267e-05
"ACAP1" 209.934006104758 -0.344950073080259 0.383456843725839 -0.899579910293343 0.368343852303162 0.537770380445589
"ACAP2" 2712.87135296288 1.52848845281602 0.318216186961898 4.80330201743959 1.56070202086158e-06 3.36783956644577e-05
"ACAP3" 1139.38681200001 -3.25362482783475 0.606969873114227 -5.36043874985281 8.30200719941372e-08 2.71366756637886e-06
"ACAT1" 700.343362470184 -0.665066167693472 0.3998177115629 -1.66342347639805 0.0962276970143635 0.215243782762277
"ACAT2" 90.2123054890731 -0.382787237210172 0.616728817094106 -0.620673506086166 0.534814464735695 0.685016096686803
"ACBD3" 1375.35929002508 -0.421311917196306 0.277027794904549 -1.52082904656361 0.128302743220814 0.262355491444961
"ACBD4" 175.129528455175 -1.13826971574792 0.607972549248123 -1.87223866793922 0.0611735916658163 0.157895177245917
"ACBD5" 825.046607782732 -0.0487586854546134 0.348305940785762 -0.139988095938347 0.888669395836582 0.936482167094002
"ACBD6" 491.337826254923 0.441462074199942 0.410155449926584 1.07632868045265 0.281780286205456 0.448719521336203
"ACBD7" 313.434791793111 -0.390758756706335 0.402202365835333 -0.971547633477415 0.331275645062229 0.49972046352669
"ACCS" 347.900236899923 0.366358897779616 0.639553075126373 0.572835800542786 0.566755876487307 0.710547373068436
"ACCSL" 0.850232270618209 2.66564837525382 3.4113926029173 0.78139595336352 0.434569650419593 NA
"ACD" 101.225326067235 -1.85342033487704 1.0602054489129 -1.7481709198698 0.0804344354762145 0.190390130994791
"ACE" 215.377949515328 0.643901966496594 0.450202861283936 1.4302484987773 0.152645710334167 0.295983936434207
"ACE2" 68.0901226283836 0.805843097314769 0.819845490844252 0.982920692147659 0.325646472937744 0.49422020276341
"ACE3P" 0 NA NA NA NA NA
"ACER1" 6.6130838438145 0.690548753230368 1.08779804020887 0.634813382360733 0.525550134253519 0.677634772819511
"ACER2" 49.910338404989 0.197271457182908 0.646242393099451 0.305259232896765 0.760168722441046 0.852618785889184
"ACER2P1" 0 NA NA NA NA NA
"ACER3" 1661.095398895 0.6524415076259 0.30403847538321 2.14591757442397 0.0318795554073218 0.0988102681900497
"ACHE" 10.8685419190539 2.13696031017876 2.15120005833752 0.99338055607447 0.320524533510935 0.489127404995756
"ACIN1" 2443.85606491726 -0.546573787878442 0.222063215984412 -2.46134320560686 0.013841788489077 0.0529327619262959
"ACKR1" 314.023462789313 1.0374643557728 0.670161160461234 1.54808188982299 0.121602581743664 0.25247718229177
"ACKR2" 196.555733694348 -1.15962313559064 0.369039617187687 -3.14227275767219 0.0016764178667789 0.0102849525679091
"ACKR3" 1902.22152848652 0.570673772208235 0.441127416878608 1.2936710582314 0.19577906633605 0.350857343490428
"ACKR4" 83.854801944202 0.183328124451026 0.659464945579902 0.277995253090846 0.781016002676483 0.867140345289033
"ACKR4P1" 3.79922480994971 1.38268668963708 1.82835587613726 0.756245929845045 0.449501759733461 0.611824396704586
"ACLY" 1105.06833335552 -0.42336188680161 0.371838819711276 -1.13856290510587 0.254885507744936 0.420177912330381
"ACMSD" 23.0960731077822 0.739022620142882 1.04968043639263 0.704045340392006 0.481404538026245 0.63902037705248
"ACNATP" 0 NA NA NA NA NA
"ACO1" 1166.97597055468 1.3383919445843 0.427856134203955 3.12813545860325 0.00175919084699454 0.0106967500721277
"ACO2" 988.208421125089 -0.00416684169732123 0.250251860509288 -0.0166505922826759 0.986715363335967 0.992539482875383
"ACOD1" 0 NA NA NA NA NA
"ACOT1" 25.00060705222 1.6220875142258 0.838516579630019 1.93447279830951 0.0530550233934132 0.142680424504887
"ACOT11" 1094.968870181 -0.328643862740645 0.372318887074759 -0.882694577550817 0.377401312668219 0.546875346896193
"ACOT12" 1.92166896604349 1.32417872604084 2.66064622721534 0.49769064090371 0.618702105703248 NA
"ACOT13" 303.993008399 0.382876409028561 0.316334595816982 1.21035262690673 0.226143611647852 0.387844269107734
"ACOT2" 142.212188059954 -0.772769013679369 0.450614096452205 -1.7149241884876 0.0863591272413367 0.199709899568749
"ACOT4" 19.3322655614099 0.325560482712841 0.968715053334486 0.336074557314047 0.73681464401578 0.836256843417715
"ACOT6" 1.52609519164947 0.875596582115246 2.21317695309879 0.395628818061418 0.692378874375065 NA
"ACOT7" 159.644933481899 -1.5363431787217 0.821369847692977 -1.87046454534082 NA NA
"ACOT8" 229.456197172151 -0.973809284067618 0.976752595116299 -0.996986636059738 0.318770996753146 0.487309277333511
"ACOT9" 709.557342762615 -0.249963241430211 0.268551561581443 -0.930783049475601 0.351965799568668 0.521385295512605
"ACOX1" 995.213188048035 -0.172715504155697 0.439746487601992 -0.392761531985264 0.694495619106082 0.808238379113767
"ACOX2" 173.382655409874 0.184078277775885 0.525712231856864 0.350150265908221 0.726225928951577 0.828984505843137
"ACOX3" 277.030499139169 -0.176038116265769 0.567595934977183 -0.310146893974576 0.756449252978732 0.849641823746222
"ACOXL" 138.007059441638 0.178820279674375 0.485323746015423 0.368455656955825 0.712533503569784 0.819614949098761
"ACP1" 544.94902708894 0.964496350954128 0.397433689781667 2.42681075045244 0.0152321992459352 0.0570145430455781
"ACP2" 540.154286351324 -0.288949184229753 0.433312086150288 -0.666838506160511 0.504875293815602 0.659290620432857
"ACP3" 275.727327634385 -0.438092507464314 0.513667509486883 -0.852871749474554 0.393730429597121 0.561920480691217
"ACP4" 3.21073556079259 2.64100128720154 1.95666237778157 1.34974807978669 0.177096804220598 0.327631592961647
"ACP5" 363.507086278943 -0.510712343561497 0.581521950952602 -0.878233990522437 0.379816749519038 0.549337456017706
"ACP6" 266.728532984648 0.659043735088507 0.704364903452267 0.935656691380234 0.349449975683912 0.518892096005475
"ACP7" 80.1049280722092 -1.570231133108 0.656365733386158 -2.39231125763872 0.0167426369315971 0.061197330481964
"ACR" 2.80320075729752 2.09672847785527 1.91935252695525 1.09241447228113 0.27465096467621 0.440858353701435
"ACRBP" 25.1905273961478 -0.386799147696759 0.994899430629722 -0.388782158063891 0.697437300355958 0.810148693958488
"ACRP1" 0.114428002363604 0.260273770200845 3.48830798668945 0.0746131853018675 0.940522483014311 NA
"ACRV1" 0.305680445739719 -2.73649412886154 3.50310613949633 -0.781162208592113 0.434707097633547 NA
"ACSBG1" 148.928868217155 1.13966878698385 0.832664910423637 1.36870038921661 0.17109294860982 0.319795537952531
"ACSBG2" 20.2049090444992 2.84098960529778 1.04062565288544 2.73007838834292 0.00633192675086266 0.0289237772017069
"ACSF2" 249.043731386238 -0.108569010483303 0.672635514162977 -0.161408382693569 0.871771764807195 0.924342314197855
"ACSF3" 815.894221754946 0.0949751738519678 0.404670661211695 0.234697453893954 0.814443564046376 0.888865764862505
"ACSL1" 2193.15727173401 1.83427011270397 0.61479447970324 2.98355006959296 0.0028492541332305 0.0156032074052411
"ACSL3" 1298.17660500163 0.82730612391232 0.411604474377074 2.00995415602411 0.0444360411380172 0.125447988366797
"ACSL4" 1797.68541422388 1.22407533054462 0.291565190771616 4.19829036280069 2.68937657763152e-05 0.000369562230057855
"ACSL5" 501.716186566002 2.52147810366131 0.938283333549332 2.68733122874844 0.00720254902013256 0.0320848134299426
"ACSL6" 131.37759434378 0.031676360998182 0.487272310530322 0.0650075128703848 0.948168018504237 0.9716066461587
"ACSM1" 8.15240592908916 2.90416549309783 1.83696398559695 1.58095940686288 0.113887319570337 0.241309078707159
"ACSM2A" 316.166730252026 0.584509346295271 0.447442605326178 1.30633368243771 0.191439107539263 0.345533118966721
"ACSM2B" 131.185460851453 0.584842718614617 0.509245929970235 1.14844848862867 0.250783466368469 0.415658481788937
"ACSM3" 134.789503857321 1.70516921060519 0.754768677425808 2.25919445467821 0.0238712916239449 0.079619128922364
"ACSM4" 8.23144214150361 1.91943777064071 1.14125831207622 1.68186093396227 0.0925958095736852 0.2096476571845
"ACSM5" 178.995175537276 -1.07702177407987 0.690373852982753 -1.56005585875914 0.118746681524937 0.248315687774067
"ACSM5P1" 6.9569252982597 -2.2045558600296 1.47243633366086 -1.49721642262691 0.134336953510702 0.270532725588314
"ACSM6" 71.8832740259829 0.145802864705869 0.751137425964252 0.194109439452706 0.846090190587806 0.90784827597878
"ACSS1" 592.875732940784 0.135507700452799 0.54670227180853 0.247863796147271 0.804239792424544 0.88219932998586
"ACSS2" 378.98573946455 0.784193740714462 0.398273134280612 1.9689847825938 0.0489548385762819 0.134524603965337
"ACSS3" 505.755794490635 0.32423065202746 0.382769323858994 0.847065404193416 0.396958667024606 0.56486910821425
"ACTA1" 10.6648609525862 -1.0937416661768 1.2671450231023 -0.863154292709949 0.388052640356204 0.556526044455322
"ACTA2" 1717.37927416121 0.191251295656386 0.540039191004059 0.354143363745148 0.723231445622071 0.82733859978534
"ACTB" 32740.3469828932 -0.247475452107677 0.312939430510584 -0.790809428213959 0.429055207288693 0.594676450633642
"ACTBL2" 7.65925620985383 -2.88016940979738 2.39683042225756 -1.20165756536274 NA NA
"ACTBP1" 0.0572140011818021 -0.4291876519714 3.52403195371485 -0.121788808276546 0.903066277668431 NA
"ACTBP11" 0.0509467409566199 -1.67162581789946 3.51487690579999 -0.475585877599602 0.634369438504774 NA
"ACTBP12" 0 NA NA NA NA NA
"ACTBP14" 0.114428002363604 0.260273770200845 3.48830798668945 0.0746131853018675 0.940522483014311 NA
"ACTBP15" 0.549473546957261 0.611153479867628 3.42899658615842 0.178230996885394 0.858541567437471 NA
"ACTBP2" 0 NA NA NA NA NA
"ACTBP4" 28.0572238502127 5.37290702889752 1.04036023167575 5.1644679076623 2.41123840156298e-07 6.84867271919718e-06
"ACTBP6" 0.452497878135866 1.81897183639432 3.43504482234974 0.529533653988846 0.596435304957595 NA
"ACTBP7" 0 NA NA NA NA NA
"ACTBP8" 0.0509467409566199 -1.67162581789946 3.51487690579999 -0.475585877599602 0.634369438504774 NA
"ACTBP9" 0 NA NA NA NA NA
"ACTC1" 3.5177748978356 1.68033618132335 1.73533820456879 0.968304724058614 0.33289220617148 0.501135349101785
"ACTE1P" 42.9672414812276 -1.75275922757225 0.664965121281303 -2.6358664108501 0.00839227639946766 0.036117763679902
